000685,20060414,20060729,20061020,20070331,20070420,20070818,20071025,20080131,20080424,20080819,20081025,20090417,20090427,20090825,20091022,20100427,20100427,20100816,20101025,20110419,20110427,20110822,20111024,20120416,20120423,20120709,20121029,20130422,20130422,20130826,20131028,20140421,20140428,20140818,20141028,20150420,20150427,20150821,20151030,20160328,20160428,20160829,20161024,20170420,20170427,20170825,20171027,20180420,20180424,20180829,20181026,20190423,20190429,20190830,20191030,20200424,20200429,20200828,20201030,20210423,20210429,20210830,20211029,20220427,20220429,20220830,20221028,20230426,20230428,20230830,20231030,20240426,20240429,20240830,20241030
EPS,0.0029,0.0016,0.0215,0.0157,0.0075,0.0201,0.0103,2.14,0.2829,0.3145,0.0818,0.1056,0.1282,0.1442,0.1624,0.1727,0.0897,0.0985,0.1239,0.159,0.0769,0.104,0.5684,0.0288,0.0556,0.0949,0.0667,0.0449,0.0722,0.0944,0.1222,0.1609,0.0944,0.1055,0.1561,0.1755,0.2444,0.4254,0.19,0.1059,0.14,0.179,0.18,0.1586,0.17,0.1914,0.2,0.1772,0.13,0.1356,0.13,0.0707,0.21,0.124,0.16,0.209,0.15,0.326,0.24,0.2172,0.22,0.3302,0.249,0.1968,0.13,0.2322,0.0998,0.2644,0.2,0.192,0.1735,0.0941,0.13,0.2491,0.3163
000686,20071030,20080424,20080729,20081021,20090324,20090421,20090727,20091021,20100323,20100420,20100729,20101019,20110331,20110422,20110726,20111021,20120229,20120413,20120713,20121024,20130327,20130418,20130828,20131023,20140313,20140423,20140820,20141028,20150317,20150423,20150826,20151028,20160426,20160426,20160817,20161024,20170428,20170428,20170825,20171026,20180329,20180424,20180817,20181029,20190410,20190424,20190822,20191028,20200409,20200424,20200826,20201027,20210409,20210426,20210819,20211025,20220414,20220427,20220824,20221027,20230414,20230427,20230824,20231026,20240418,20240429,20240827,20241028
EPS,0.3318,0.1409,0.1283,0.001,0.0536,0.1682,0.2057,0.12,0.2008,0.155,-0.0711,0.17,0.1545,0.08,-0.0127,-0.085,-0.1041,0.0384,0.058,0.015,0.0041,0.0951,0.0621,0.07,0.018,0.091,0.0784,0.14,0.2339,0.28,0.6544,0.21,0.2031,0.2,0.0793,0.24,0.0665,0.08,0.0502,0.14,0.0111,0.06,0.0494,0.01,0.013,0.24,0.0093,0.12,0.0595,0.14,0.1423,0.13,0.1542,0.14,0.1558,0.2188,0.1747,-0.11,0.199,0.0293,-0.019,0.16,0.074,0.0126,0.0395,0.01,0.0475,0.1459
000690,20060411,20060711,20061018,20070118,20070410,20070810,20071009,20080124,20080415,20080721,20081030,20090302,20090424,20090722,20091012,20100201,20100423,20100820,20101012,20110401,20110422,20110805,20111014,20120224,20120421,20120803,20121015,20130201,20130427,20130725,20131014,20140123,20140426,20140815,20141017,20150227,20150421,20150710,20151012,20160430,20160429,20160718,20161027,20170421,20170421,20170825,20171024,20180427,20180427,20180830,20181029,20190421,20190421,20190816,20191030,20200420,20200420,20200731,20201023,20210202,20210429,20210805,20211019,20220415,20220428,20220805,20221027,20230417,20230427,20230816,20231030,20240408,20240429,20240823,20241028
EPS,0.0444,0.0584,0.0556,0.0543,0.08,0.0531,0.0407,0.0325,0.1009,0.096,0.0067,0.0092,0.0713,0.1062,0.0867,0.0595,0.0433,0.0291,0.05,0.0684,0.03,0.0337,0.03,0.0075,0.02,0.0716,0.07,0.105,0.17,0.1423,0.23,0.1017,0.17,0.1383,0.17,0.1091,0.09,0.1282,0.0776,0.0798,0.09,0.1153,0.07,0.0544,0.01,0.1107,0.0241,-0.0995,0.03,0.1947,0.06,-0.0691,0.11,0.0358,0.07,0.1879,0.06,0.2369,0.37,0.1801,0.04,0.2624,0.0731,0.0017,0.0017,0.0024,0.0833,-0.0033,0.0118,0.1324,0.1522,0.1119,0.094,0.0721,0.104
000698,20060425,20060815,20061020,20070331,20070420,20070810,20071021,20080307,20080424,20080813,20081029,20090413,20090423,20090817,20091026,20100330,20100423,20100823,20101026,20110408,20110425,20110825,20111026,20120328,20120420,20120823,20121026,20130402,20130421,20130829,20131029,20140407,20140427,20140826,20141027,20150331,20150426,20150826,20151027,20160329,20160427,20160825,20161026,20170329,20170427,20170825,20171030,20180329,20180426,20180823,20181025,20190320,20190430,20190822,20191027,20200409,20200427,20200824,20201027,20210318,20210421,20210824,20211021,20220329,20220426,20220824,20221027,20230428,20230428,20230824,20231026,20240427,20240427,20240823,20241025
EPS,0.0492,0.0502,0.0466,0.0054,0.0846,0.0652,0.0384,0.0968,0.1746,0.1294,0.0423,-0.0712,-0.0385,0.0652,0.02,0.0476,0.063,0.0822,0.045,0.1341,0.107,0.1154,0.036,0.0587,-0.067,-0.0712,-0.067,-0.0392,-0.085,-0.1007,-0.021,0.2629,-0.046,-0.0176,-0.028,0.236,-0.025,0.0638,0.111,0.067,0.106,0.0626,0.14,0.107,0.101,0.0385,0.077,0.0583,0.044,0.0381,0.042,0.0196,0.039,0.035,-0.231,-0.7533,-0.182,-0.0567,0.27,0.4082,0.382,0.0773,-0.0653,-0.2645,-0.139,-0.0655,-0.0918,-1.7993,-0.128,-0.1694,-0.0787,-0.1825,-0.021,-0.3264,0.1191
000703,20060419,20060805,20061030,20070309,20070417,20070815,20071022,20080424,20080429,20080813,20081023,20090316,20090422,20090817,20091020,20100304,20100419,20100802,20101025,20110217,20110421,20110812,20111021,20120220,20120426,20120828,20121025,20130412,20130427,20130808,20131024,20140311,20140424,20140725,20141027,20150327,20150415,20150805,20151030,20160424,20160424,20160824,20161021,20170320,20170417,20170828,20171019,20180422,20180424,20180827,20181015,20190417,20190423,20190822,20191017,20200428,20200428,20200828,20201025,20210419,20210426,20210824,20211027,20220425,20220425,20220822,20221027,20230419,20230425,20230822,20231027,20240419,20240428,20240823,20241029
EPS,0.0019,-0.0081,0.0101,0.0002,0.0026,-0.0253,0.005,0.0838,0.0011,-0.0005,-0.0065,-0.0231,-0.0092,-0.009,-0.0052,-0.0155,-0.0008,-0.0018,0.0052,3.1361,1.0999,0.3863,0.3271,0.0272,0.2035,-0.0618,0.0314,-0.0284,0.0052,0.0409,0.0733,0.0735,-0.068,0.0415,0.033,-0.1738,0.022,0.0281,-0.0495,0.0781,0.0659,0.0851,0.0569,0.1287,0.1538,0.1371,0.1648,0.1136,0.2385,0.1693,0.4077,-0.1791,0.1258,0.2275,0.2538,0.2657,0.2231,0.2975,0.31,0.0019,0.33,0.2755,0.2277,0.0928,0.2,0.2949,-0.1353,-0.6538,0.01,0.0112,0.0355,0.0625,0.12,0.0045,-0.0544
000707,20060428,20060824,20061025,20070420,20070426,20070820,20071026,20080307,20080425,20080811,20081029,20090422,20090424,20090828,20091027,20100415,20100427,20100806,20101026,20110408,20110420,20110809,20111028,20120317,20120420,20120826,20121024,20130322,20130425,20130820,20131024,20140425,20140428,20140815,20141027,20150402,20150429,20150806,20151028,20160425,20160427,20160830,20161030,20170327,20170427,20170830,20171030,20180426,20180427,20180829,20181030,20190326,20190427,20190819,20191027,20200427,20200428,20200820,20201027,20210304,20210426,20210824,20211025,20220309,20220426,20220815,20221024,20230327,20230427,20230821,20231030,20240424,20240429,20240829,20241030
EPS,-0.08,0.0107,-0.0224,-0.0998,0.03,0.0555,0.0375,0.0888,0.21,0.1906,0.1,-0.1394,-0.06,0.0192,0.019,0.0324,0.05,0.0118,0.004,0.0707,0.072,0.3488,0.3,0.0463,0.061,0.0786,-0.123,0.0032,-0.1186,-0.0796,-0.349,-0.8831,0.0229,0.0029,0.0006,-0.0098,0.012,0.0089,0.0026,0.0022,0.0108,0.0119,-0.4558,-0.9201,0.0693,0.017,-0.0194,-1.6747,-0.202,0.9144,-0.4654,0.0455,0.0182,-0.0049,-0.0442,0.0552,-0.2727,-0.2429,-0.1532,-0.3662,-0.0823,0.0279,0.3281,0.6369,0.4146,0.6946,0.5088,0.2629,0.485,0.1572,0.339,0.3467,0.3564,0.3061,0.0458
000708,20060422,20060817,20061027,20070312,20070419,20070821,20071025,20080315,20080421,20080826,20081027,20090323,20090423,20090824,20091023,20100308,20100423,20100816,20101025,20110301,20110422,20110817,20111025,20120224,20120426,20120814,20121024,20130226,20130418,20130808,20131024,20140217,20140415,20140820,20141020,20150320,20150424,20150817,20151019,20160318,20160418,20160810,20161021,20170224,20170421,20170817,20171026,20180307,20180420,20180815,20181026,20190226,20190422,20190819,20191022,20200305,20200421,20200817,20201016,20210301,20210427,20210816,20211011,20220310,20220422,20220815,20221025,20230317,20230421,20230818,20231027,20240312,20240422,20240819,20241025
EPS,0.0612,0.1958,0.0788,0.0801,0.1018,0.1218,0.0988,0.1006,0.1106,0.1634,0.11,-0.1213,0.04,0.1069,0.1206,0.1684,0.1888,0.1951,0.1594,0.1924,0.2088,0.207,0.1712,0.1783,0.1071,0.1397,0.0235,0.0149,0.0729,0.0721,0.0735,0.045,0.0588,0.113,0.1235,0.0553,0.0782,0.1033,0.0876,0.0847,0.0741,0.1163,0.0894,0.103,0.0853,0.1624,0.1165,0.1523,0.1188,0.2161,0.2294,0.4738,0.2465,0.3013,0.278,0.2411,0.2559,0.2889,0.3166,0.3338,0.382,0.4478,0.3451,0.3662,0.386,0.3624,0.35,0.3095,0.293,0.309,0.2644,0.2669,0.269,0.2706,0.2201
000709,20060418,20060828,20061030,20070329,20070427,20070809,20071031,20080418,20080429,20080828,20081030,20090327,20090429,20090807,20091030,20100425,20100425,20100826,20101029,20110426,20110426,20110827,20111027,20120427,20120427,20120830,20121023,20130427,20130427,20130828,20131030,20140428,20140428,20140826,20141024,20150427,20150427,20150825,20151028,20160428,20160428,20160830,20161026,20170427,20170427,20170829,20171024,20180419,20180419,20180829,20181025,20190426,20190426,20190826,20191029,20200422,20200422,20200825,20201029,20210422,20210422,20210819,20211022,20220421,20220421,20220825,20221025,20230427,20230427,20230830,20231030,20240426,20240426,20240829,20241030
EPS,0.0313,0.1628,0.1277,0.0704,0.1312,0.1906,0.15,0.121,0.2,0.2678,0.15,0.0195,0.0125,0.0021,0.07,0.116,0.06,0.0457,0.05,0.1021,0.08,0.0628,0.045,0.0039,0.034,0.0032,-0.003,-0.0243,0.004,0.0031,0.004,-0.0001,0.02,0.016,0.016,0.0185,0.018,0.0158,0.014,0.0062,0.011,0.0275,0.0494,0.0586,0.061,0.0566,0.089,-0.0356,0.035,0.1365,0.146,0.024,0.03,0.0762,0.048,0.074,0.01,0.0443,0.0458,0.052,0.04,0.1006,0.082,0.0309,0.03,0.0641,0.0183,0.0225,0.02,0.0248,0.0285,0.027,0.0154,0.0246,0.015
000712,20180426,20180830,20181030,20180321,20180426,20180830,20181030,20190322,20190422,20190830,20191028,20200305,20200429,20200818,20201030,20210315,20210428,20210813,20211027,20220308,20220429,20220829,20221026,20230328,20230426,20230830,20231029,20240425,20240429,20240827,20241030
EPS,0.081,0.0265,0.11,-0.0015,0.042,-0.095,-0.03,-0.1146,0.099,-0.0119,0.05,-0.0601,0.051,0.1307,0.04,-0.1516,0.01,-0.0083,0.0365,-0.1847,-0.23,-0.0145,-0.0068,-0.1824,-0.003,-0.1666,-0.123,-0.1362,-0.113,0.0557,-0.0501
000717,20060413,20060713,20061030,20070412,20070423,20070809,20071029,20080307,20080418,20080821,20081029,20090420,20090427,20090814,20091015,20100326,20100423,20100826,20101029,20110422,20110428,20110825,20111028,20120327,20120419,20120828,20121028,20130203,20130411,20130820,20131027,20140310,20140427,20140819,20141029,20150426,20150428,20150829,20151028,20160419,20160429,20160830,20161026,20170310,20170426,20170728,20171027,20180305,20180419,20180827,20181029,20190328,20190429,20190819,20191030,20200330,20200429,20200827,20201029,20210427,20210428,20210825,20211028,20220427,20220428,20220830,20221026,20230427,20230428,20230822,20231029,20240428,20240428,20240829,20241030
EPS,0.0228,0.1851,0.0739,0.0343,0.07,0.272,0.131,0.1144,0.0914,0.1738,0.025,-1.2555,-0.1011,-0.0292,0.1539,0.0319,0.0302,0.0397,-0.1024,0.0451,0.0159,0.0212,-0.0247,-0.6942,-0.1988,-0.2702,-0.4299,-0.2701,0.0207,-0.0141,0.0516,-0.0028,-0.13,-0.1742,-0.0526,-0.217,-0.1781,-0.1856,-0.3733,-0.3357,-0.0955,0.0009,0.048,0.0885,0.0695,0.2069,0.4634,0.3261,0.3511,0.375,0.4134,0.2271,0.1676,0.2487,0.1166,0.2208,0.1536,0.2026,0.1607,0.2524,0.1719,0.3484,0.1652,0.1089,0.0459,0.0449,-0.363,-0.257,0.0025,-0.0012,-0.0446,0.0635,-0.1275,-0.0577,-0.1658
000718,20060428,20060726,20061027,20070314,20070426,20070731,20071025,20080128,20080417,20080725,20081030,20090428,20090428,20090720,20091028,20100318,20100429,20100829,20101028,20110419,20110428,20110830,20111028,20120427,20120427,20120813,20121029,20130426,20130426,20130827,20131030,20140425,20140424,20140825,20141027,20150421,20150421,20150809,20151029,20160317,20160428,20160830,20161027,20170330,20170428,20170824,20171026,20180419,20180419,20180821,20181024,20190402,20190411,20190819,20191028,20200414,20200428,20200817,20201027,20210408,20210427,20210825,20211026,20220427,20220427,20220824,20221028,20230417,20230428,20230829,20231030,20240427,20240429,20240828,20241030
EPS,-0.0028,0.0174,0.0141,0.0243,0.0033,0.048,0.02,0.0612,0.0538,0.1909,0.0203,-0.0088,0.0427,0.0569,0.1026,0.057,0.0705,0.041,0.1319,0.0501,0.0769,0.0497,0.1644,0.0039,0.0817,0.0737,0.0509,0.1186,0.1077,0.1529,-0.0223,-0.1143,0.0077,0.0097,-0.0046,0.2735,0.0077,0.1134,0.166,0.0486,0.0072,0.0499,0.208,0.0875,0.0139,0.0447,0.1185,0.2011,0.0896,0.0492,0.0519,0.1457,0.0604,0.1636,0.061,0.147,0.0951,0.1413,0.0783,0.0709,0.0895,0.13,0.0403,-0.045,0.0437,0.0714,0.0564,-0.0441,0.0418,0.0579,0.0264,-0.0661,0.0299,0.0531,0.0336
000723,20060417,20060816,20061016,20070409,20070419,20070828,20071024,20080320,20080421,20080811,20081021,20090420,20090420,20090827,20091027,20100422,20100422,20100824,20101028,20110425,20110425,20110822,20111021,20120417,20120417,20120814,20121026,20130423,20130423,20130801,20131027,20140424,20140424,20140820,20141026,20150429,20150429,20150827,20151029,20160429,20160429,20160825,20161026,20170420,20170420,20170829,20171029,20180402,20180425,20180822,20181018,20190317,20190429,20190827,20191029,20200424,20200424,20200805,20201029,20210429,20210429,20210826,20211027,20220427,20220427,20220825,20221027,20230425,20230425,20230829,20231025,20240427,20240426,20240827,20241029
EPS,0.003,0.0179,0.0154,-0.0075,0.02,0.029,0.0358,0.0533,0.0375,0.0815,0.0361,0.0131,-0.0006,-0.0231,0.0028,0.013,0.0111,-0.0143,-0.0056,0.0243,0.0111,0.0086,0.0444,-0.0253,-0.0194,-0.005,-0.0194,-0.0151,0.0333,0.0035,0.0222,0.0129,0.0167,-0.0241,0.015,-0.0635,-0.0278,-0.0116,-0.0294,-0.0348,-0.0128,0.0367,0.065,0.0438,0.075,0.0473,0.08,0.0364,0.08,0.069,0.14,0.151,0.09,0.0615,0.05,0.0322,-0.01,0.0302,0.0962,0.0592,0.15,0.1442,0.182,0.1203,0.16,0.1599,0.0825,0.1166,0.09,-0.0069,0.0077,-0.0273,-0.08,-0.0743,0.0065
000725,20060428,20060828,20061028,20070427,20070430,20070827,20071030,20080331,20080425,20080826,20081029,20090420,20090428,20090824,20091028,20100419,20100428,20100827,20101028,20110426,20110426,20110829,20111028,20120426,20120427,20120828,20121029,20130423,20130425,20130819,20131028,20140421,20140424,20140829,20141029,20150420,20150422,20150824,20151026,20160425,20160426,20160829,20161024,20170425,20170425,20170828,20171030,20180423,20180423,20180827,20181029,20190325,20190429,20190826,20191030,20200428,20200428,20200828,20201029,20210412,20210429,20210830,20211028,20220330,20220427,20220829,20221030,20230403,20230428,20230828,20231031,20240401,20240429,20240827,20241030
EPS,-0.1833,-0.4597,-0.2583,-0.0283,-0.0125,-0.0375,0.1167,0.1335,0.0886,0.0579,-0.1083,-0.2324,-0.1083,-0.056,0,0.0812,-0.0333,-0.0245,-0.0417,-0.1021,-0.05,-0.04,-0.07,0.2,-0.037,-0.0216,0.011,0.0661,0.021,0.0423,0.037,0.0735,0.04,0.0162,0.023,0.0201,0.028,0.0276,0.001,-0.0101,0.003,-0.0178,0.019,0.0497,0.069,0.0537,0.062,0.0314,0.058,0.0275,0.012,0.0016,0.03,0.0177,0.005,-0.001,0.014,0.0163,0.0388,0.0743,0.149,0.2221,0.1892,0.1384,0.113,0.0576,-0.0342,0.0455,0.003,0.013,0.0075,0.0372,0.026,0.0347,0.0273
000726,20060425,20060811,20061020,20070327,20070424,20070813,20071024,20080423,20080814,20081027,20090403,20090424,20090818,20091026,20100318,20100420,20100816,20101021,20110307,20110419,20110810,20111027,20120322,20120425,20120814,20121025,20130328,20130425,20130815,20131024,20140326,20140424,20140812,20141029,20150330,20150424,20150826,20151028,20160329,20160427,20160831,20161027,20170329,20170427,20170830,20171026,20180416,20180426,20180821,20181030,20190328,20190429,20190802,20191029,20200429,20200429,20200827,20201030,20210330,20210429,20210827,20211028,20220428,20220428,20220825,20221028,20230411,20230427,20230818,20231027,20240411,20240426,20240829,20241030
EPS,0.1,0.1073,0.099,0.0913,0.115,0.1349,0.135,0.17,0.2156,0.18,0.076,0.12,0.1422,0.15,0.16,0.15,0.2197,0.21,0.1665,0.21,0.2854,0.23,0.1307,0.11,0.1847,0.16,0.2473,0.2,0.235,0.272,0.3381,0.22,0.2753,0.24,0.2601,0.16,0.2007,0.21,0.1709,0.16,0.2034,0.2564,0.2467,0.17,0.2559,0.2156,0.2678,0.17,0.2364,0.23,0.252,0.23,0.252,0.2,0.4247,0.12,0.0473,-0.06,0.0019,0.09,0.0907,0.1061,0.1154,0.18,0.2641,0.3401,0.3018,0.11,0.1444,0.1314,0.0791,0.08,0.124,0.1447
000727,20060425,20060824,20061026,20070413,20070427,20070823,20071029,20080423,20080424,20080821,20081025,20090317,20090429,20090828,20091030,20100326,20100422,20100824,20101025,20110416,20110422,20110826,20111027,20120330,20120426,20120824,20121021,20130410,20130427,20130825,20131028,20140327,20140427,20140725,20141017,20150408,20150428,20150807,20151023,20160324,20160428,20160819,20161027,20170317,20170426,20170828,20171027,20180327,20180427,20180824,20181026,20190329,20190426,20190827,20191029,20200414,20200429,20200828,20201029,20210314,20210429,20210830,20211029,20220415,20220429,20220829,20221030,20230428,20230428,20230830,20231030,20240429,20240429,20240830,20241029
EPS,0.0255,-0.0105,-0.009,0.0155,0.001,0.0142,0.0209,-0.723,0.0105,0.0058,-0.0068,-0.0054,-0.037,-0.0105,-0.0094,0.09,-0.0279,0.0074,0.005,0.0006,-0.0159,-0.0017,-0.0212,0.0354,-0.0478,-0.0029,-0.0141,-0.0023,-0.0369,-0.0313,-0.0197,0.1024,-0.0106,0.0173,-0.0003,0.0059,-0.0017,0.0002,-0.0019,0.0057,-0.0051,-0.0009,-0.0028,0.014,-0.0551,0.0059,-0.01,0.0634,-0.0529,-0.158,-0.14,0.1297,-0.064,-0.1472,-0.1854,-0.7859,-0.087,-0.0281,-0.0026,0.2823,0.0441,0.046,0.0114,0.016,0.0262,-0.0235,-0.0302,0.0467,-0.0076,0.0173,0.0066,0.0449,0.0012,0.0106,0.0059
000728,20070806,20071019,20080429,20080826,20081024,20090323,20090424,20090803,20091026,20100308,20100427,20100824,20101028,20110321,20110413,20110808,20111027,20120319,20120410,20120827,20121029,20130110,20130424,20130827,20131029,20140317,20140427,20140818,20141027,20150316,20150427,20150827,20151027,20160328,20160425,20160822,20161024,20170417,20170417,20170822,20171027,20180327,20180426,20180807,20181030,20190325,20190425,20190819,20191028,20200329,20200428,20200816,20201029,20210329,20210428,20210823,20211026,20220328,20220425,20220822,20221027,20230327,20230426,20230817,20231025,20240325,20240428,20240826,20241025
EPS,-0.125,-0.1244,0.0397,0.126,0.0154,0.032,0.0527,0.134,0.1297,0.0932,0.077,0.0481,0.077,0.0758,0.077,0.056,0.0059,0.0312,0.0474,0.0426,0.0237,0.0109,0.0355,0.0529,0.0711,0.0419,0.1126,0.0724,0.1007,0.1294,0.2192,0.3529,0.1066,0.1651,0.0652,0.0895,0.1362,0.1363,0.0711,0.082,0.1155,0.087,0.0444,0.0172,0.0267,0.0904,0.1155,0.0029,0.0711,0.0567,0.0711,0.0884,0.1244,0.0711,0.08,0.1174,0.1099,0.1337,-0.03,0.199,0.0943,0.1315,0.12,0.0903,0.1174,0.1012,0.11,0.1231,0.1306
000729,20060428,20060821,20061023,20070411,20070424,20070817,20071026,20080304,20080424,20080822,20081023,20090428,20090429,20090727,20091023,20100301,20100419,20100721,20101027,20110317,20110421,20110822,20111020,20120412,20120419,20120809,20121019,20130401,20130419,20130828,20131018,20140327,20140421,20140811,20141016,20150409,20150424,20150812,20151027,20160428,20160429,20160830,20161026,20170425,20170426,20170827,20171030,20180427,20180427,20180830,20181030,20190426,20190429,20190830,20191028,20200427,20200429,20200827,20201021,20210427,20210429,20210816,20211029,20220427,20220427,20220825,20221027,20230417,20230420,20230821,20231025,20240415,20240424,20240819,20241025
EPS,0.0069,0.0637,0.0641,0.0056,0.0073,0.0807,0.0876,0.0107,0.0095,0.1062,0.0877,0.0062,0.0101,0.1215,0.1016,0.0261,0.0127,0.152,0.1293,0.0241,0.0154,0.166,0.1426,0.0136,0.0153,0.164,0.1409,-0.0754,0.018,0.1909,0.1285,-0.0738,0.018,0.1891,0.1191,-0.0675,0.019,0.1935,0.0921,-0.0957,0.017,0.1436,0.059,-0.1086,0.019,0.1554,0.042,-0.1593,0.019,0.1605,0.037,-0.1529,0.021,0.1609,0.045,-0.1453,-0.087,0.1828,0.075,-0.101,-0.039,0.1409,0.0976,-0.119,0.0003,0.1241,0.1142,-0.1136,0.0229,0.1594,0.1569,-0.1105,0.0364,0.2326,0.188
000733,20060419,20060817,20061026,20070421,20070426,20070815,20071024,20080327,20080423,20080808,20081023,20090330,20090428,20090812,20091029,20100330,20100429,20100824,20101026,20110408,20110429,20110823,20111026,20120426,20120427,20120823,20121026,20130425,20130425,20130829,20131023,20140424,20140424,20140821,20141020,20150424,20150424,20150825,20151022,20160411,20160427,20160826,20161027,20170416,20170425,20170827,20171026,20180416,20180425,20180827,20181028,20190417,20190426,20190823,20191030,20200418,20200428,20200826,20201028,20210429,20210429,20210827,20211024,20220428,20220428,20220825,20221027,20230427,20230427,20230824,20231026,20240427,20240426,20240823,20241025
EPS,0.0202,0.0162,0.0169,0.0087,0.0241,0.0181,0.0157,0.0103,0.02,0.0231,0.04,-0.0148,0.02,0.024,0.04,0.0053,0.024,0.0329,0.04,0.0075,0.032,0.0384,0.03,0.0218,0.04,0.0485,0.03,0.1149,0.04,0.1053,0.07,0.1167,0.05,0.1304,0.06,0.0515,0.05,0.1186,0.1,0.1033,0.14,0.1049,0.1,0.039,0.18,0.123,0.066,0.0624,0.18,0.1662,0.101,0.1945,0.207,0.2642,0.108,-0.001,0.215,0.2426,0.238,0.4799,0.4791,0.522,0.8553,1.0375,1.1721,1.2846,1.14,1.0004,1.4119,1.5289,0.9847,1.1294,0.1844,0.5742,0.4049
000735,20060422,20060825,20061027,20070425,20070427,20070825,20071024,20080429,20080429,20080829,20081028,20090428,20090428,20090823,20091029,20100427,20100427,20100826,20101029,20110427,20110427,20110826,20111028,20120426,20120427,20120829,20121024,20130427,20130427,20130829,20131030,20140429,20140429,20140828,20141023,20150210,20150428,20150724,20151030,20160330,20160422,20160812,20161021,20170330,20170428,20170825,20171027,20180420,20180427,20180810,20181026,20190424,20190424,20190830,20191025,20200330,20200429,20200828,20201030,20210429,20210429,20210827,20211026,20220429,20220429,20220826,20221028,20230414,20230414,20230830,20231030,20240426,20240426,20240823,20241025
EPS,0.004,-0.0007,0.0023,-0.12,0.0028,0.1401,0.0013,0.2749,0.0153,0.0967,0.0046,-0.0242,0.0086,0.0102,-0.0036,0.0544,0.0044,0.0002,0.0003,0.0283,0.0057,0.0064,0.0082,0.0478,0.0053,0.0033,-0.002,0.017,0.0043,-0.0261,0.0269,0.0229,-0.02,0.051,0.0355,-0.0047,0.018,-0.0146,0.0474,0.0187,0.0058,0.0132,0.052,-0.0002,0.0748,0.0385,0.0155,0.0041,0.2877,0.0035,0.0472,-0.0009,-0.0117,-0.0295,0.0054,0.0619,0.0194,0.0394,0.0274,0.0024,0.0389,-0.0113,-0.1385,-0.2562,-0.0254,0.007,0.0236,0.0723,0.0416,-0.1416,-0.0458,-0.2833,0.0951,0.1433,0.0589
000737,20060428,20060815,20061026,20070405,20070427,20070817,20071024,20080327,20080429,20080802,20081027,20090408,20090428,20090819,20091028,20100428,20100428,20100818,20101019,20110413,20110421,20110719,20111013,20120418,20120425,20120817,20121026,20130417,20130421,20130723,20131024,20140311,20140422,20140812,20141021,20150311,20150422,20150805,20151026,20160315,20160420,20160809,20161025,20170420,20170420,20170809,20171030,20180212,20180425,20180830,20181031,20190304,20190424,20190815,20191023,20200331,20200422,20200812,20201021,20210309,20210421,20210817,20211021,20220420,20220427,20220825,20221027,20230411,20230420,20230830,20231030,20240425,20240425,20240828,20241030
EPS,0.0068,0.0171,0.0175,0.0125,0.0333,0.0247,0.0216,-0.0401,0.021,0.0169,0.036,-0.0582,-0.0211,-0.018,-0.047,-1.1339,-0.0959,-0.0623,-0.1409,-0.6326,-0.017,0.0389,0.008,0.0675,0.0068,0.0066,0.7516,-0.5096,-0.0695,-0.0125,-0.0089,-0.148,-0.1012,-0.0605,-0.1171,0.3374,-0.0985,-0.0851,-0.0857,-0.1328,-0.0651,-0.0691,-0.027,0.1993,-0.0727,-0.2188,-0.1694,-0.3055,-0.0816,-0.1265,-0.0893,0.7842,0.008,0.0037,-0.0079,-0.0924,0.1569,0.0141,0.0102,0.946,0.1337,0.5363,0.0868,0.1513,0.1513,0.146,0.021,-0.0029,0.1081,0.0609,0.1242,0.056,0.1329,0.1266,0.0488
000738,20060426,20060822,20061025,20070413,20070425,20070816,20071026,20080412,20080426,20080828,20081024,20090417,20090428,20090812,20091030,20100426,20100426,20100818,20101027,20110419,20110419,20110821,20111026,20120423,20120424,20120817,20121026,20130329,20130421,20130825,20131029,20140428,20140428,20140819,20141024,20150420,20150427,20150819,20151022,20160418,20160426,20160821,20161025,20170314,20170424,20170821,20171026,20180326,20180423,20180822,20181023,20190325,20190424,20190819,20191024,20200409,20200423,20200819,20201026,20210329,20210426,20210826,20211025,20220401,20220426,20220824,20221025,20230328,20230425,20230827,20231025,20240326,20240425,20240827,20241028
EPS,0.0033,0.0023,-0.0003,0.024,0.0089,0.0024,0.0021,-0.0048,0.0014,0,0.1157,0.0659,0.0751,0.065,0.049,0.0922,0.028,0.0293,0.0243,0.0988,0.02,0.064,0.06,0.0527,0.0233,0.0631,0.0324,0.0898,0.0254,0.0691,0.0357,0.0682,0.02,0.0638,0.0482,0.0259,0.0196,0.0645,0.0491,0.0382,0.028,0.0707,0.0401,0.0436,0.0319,0.0931,0.035,0.0299,0.0507,0.0951,0.0578,0.0227,0.0587,0.0976,0.064,0.0252,0.0798,0.1242,0.0849,0.0368,0.1144,0.1424,0.088,0.0732,0.1625,0.1474,0.1023,0.1112,0.1852,0.1567,0.1114,0.0991,0.198,0.1592,0.121
000750,20110829,20111027,20120327,20120427,20120823,20121026,20130321,20130427,20130726,20131027,20140327,20140425,20140825,20141027,20150325,20150427,20150824,20151027,20160329,20160428,20160728,20161027,20170327,20170427,20170828,20171026,20180420,20180427,20180824,20181026,20190322,20190426,20190823,20191028,20200327,20200428,20200821,20201027,20210319,20210427,20210820,20211028,20220317,20220427,20220819,20221028,20230427,20230427,20230804,20231030,20240308,20240429,20240823,20241030
