EPS,0.0042,0.0075,0.0236,0.0265,0.0153,0.0112,0.015,0.0416,0.0125,0.0317,0.0125,0.0456,0.0675,0.1003,0.0025,0.0737,0.1551,0.0011,0.015,0.1782,0.1,0.1044,0.0419,0.1355,0.095,0.0145,0.11,0.0667,-0.02,0.1795,0.06,0.0818,0.09,0.0068,0.02,-0.5124,-0.03,-0.1024,-0.1,-1.1986,-0.05,-0.0317,-0.03,-0.2603,0.08,-0.0464,0.172,-0.2989,-0.05,-0.0219,-0.0245,-0.2598,-0.0038,-0.0477,-0.0501,-0.0926,-0.0067,0.0156,-0.0242
300033,20100412,20100825,20101025,20110322,20110425,20110815,20111024,20120227,20120424,20120820,20121022,20130421,20130424,20130816,20131022,20140411,20140422,20140815,20141024,20150320,20150414,20150825,20151021,20160204,20160421,20160822,20161025,20170209,20170426,20170820,20171029,20180227,20180425,20180820,20181025,20190225,20190425,20190823,20191027,20200224,20200427,20200824,20201023,20210301,20210426,20210820,20211026,20220228,20220425,20220825,20221021,20230227,20230424,20230728,20231020,20240226,20240423,20240823,20241023
EPS,0.0462,0.0334,0.04,0.0497,0.0375,0.0265,0.0275,0.0218,0.02,0.0146,-0.005,0.0178,0.01,0.0114,0.0025,0.0176,0.01,0.0134,0.015,0.0725,0.125,0.3888,0.49,0.8704,0.27,0.4097,0.67,0.9102,0.19,0.3424,0.34,0.4736,0.14,0.2153,0.2371,0.5867,0.19,0.3054,0.36,0.8172,0.24,0.581,0.62,1.7706,0.32,0.7582,0.7691,1.7123,0.21,0.6939,0.7394,1.5041,0.23,0.627,0.5791,1.1753,0.19,0.4818,0.5358
300058,20100426,20100817,20101020,20110224,20110414,20110727,20111024,20120229,20120415,20120726,20121026,20130402,20130425,20130814,20131015,20140410,20140425,20140819,20141022,20150319,20150424,20150819,20151026,20160413,20160426,20160812,20161028,20170426,20170426,20170828,20171029,20180423,20180423,20180809,20181026,20190424,20190425,20190822,20191021,20200427,20200427,20200819,20201022,20210427,20210427,20210823,20211015,20220427,20220427,20220829,20221030,20230419,20230419,20230822,20231026,20240421,20240421,20240829,20241029
EPS,0.0095,0.0146,0.0158,0.0035,0.0125,0.0245,0.0288,0.0182,0.0263,0.0471,0.0575,0.0219,0.035,0.0526,0.0751,0.0939,0.0651,0.0947,0.1078,0.1059,-0.055,0.0972,0.06,-0.0672,0.06,0.1233,0.07,0.0794,0.04,0.1025,-0.01,-0.0259,0.07,0.0738,0.0449,-0.0111,0.1,0.1022,0.06,0.0334,0.08,0.0499,0.12,0.0431,0.15,0.0863,-0.0123,-0.0097,0.01,-0.0098,0.0088,-0.8866,0.0597,0.0548,0.0012,-0.0689,0.0331,0.0405,-0.0239
300059,20100426,20100819,20101020,20110225,20110426,20110728,20111014,20120228,20120419,20120824,20121025,20130418,20130418,20130719,20131024,20140424,20140424,20140822,20141026,20150213,20150409,20150825,20151026,20160318,20160426,20160730,20161028,20170305,20170426,20170728,20171029,20180316,20180416,20180802,20181022,20190305,20190426,20190726,20191021,20200409,20200417,20200811,20201021,20210426,20210426,20210723,20211015,20220318,20220422,20220812,20221025,20230317,20230421,20230811,20231027,20240314,20240424,20240809,20241025
EPS,0.0024,0.0016,0.0015,0.0011,0.0019,0.0035,0.0023,0.0021,0.0022,0.0017,0.0003,-0.0008,-0.0012,-0.0002,-0.0006,0.0026,0.0018,0.0014,0.0027,0.0094,0.0182,0.0772,0.0396,0.034,0.0098,0.0125,0.0187,0.0109,0.0066,0.0125,0.0154,0.0117,0.0235,0.0201,0.0188,0.0123,0.0298,0.0354,0.0376,0.0314,0.0627,0.0711,0.1109,0.0927,0.1284,0.122,0.1685,0.1555,0.141,0.1433,0.1356,0.1208,0.1083,0.1385,0.1251,0.1253,0.1237,0.1329,0.1258
300070,20100728,20101019,20110226,20110419,20110810,20111025,20120227,20120416,20120725,20121024,20130321,20130415,20130729,20131024,20140327,20140422,20140806,20141026,20150424,20150428,20150818,20151022,20160414,20160426,20160726,20161026,20170411,20170426,20170807,20171025,20180420,20180426,20180807,20181025,20190415,20190425,20190823,20191023,20200427,20200428,20200817,20201026,20210330,20210423,20210825,20211021,20220407,20220427,20220825,20221024,20230406,20230426,20230824,20231023,20240403,20240424,20240827,20241025
EPS,0.0221,0.0057,0.044,0.0023,0.0207,0.0075,0.1015,0.0037,0.0273,0.0106,0.1752,0.0042,0.0342,0.0101,0.2602,0.0068,0.045,0.0122,0.2924,0.0081,0.0503,0.0365,0.364,0.0122,0.0757,0.05,0.4498,0.07,0.0975,0.066,0.566,0.05,0.0671,0.0661,0.2134,0.026,-0.0184,0.1067,0.3238,0.0183,0.0025,0.0116,0.33,0.0054,0.0304,0.0148,0.1252,0.0104,-0.09,0.0859,0.1895,0.0133,-0.0076,0.104,0.1013,0.0252,-0.0453,0.0082
300072,20101020,20110223,20110419,20110809,20111019,20120228,20120420,20120809,20121018,20130325,20130418,20130807,20131025,20140325,20140418,20140807,20141023,20150313,20150423,20150821,20151021,20160315,20160419,20160809,20161018,20170315,20170419,20170825,20171025,20180419,20180427,20180827,20181025,20190415,20190418,20190819,20191025,20200427,20200427,20200827,20201026,20210421,20210422,20210826,20211026,20220421,20220421,20220829,20221027,20230406,20230414,20230830,20231024,20240424,20240424,20240829,20241024
EPS,0.0107,0.0082,0.0005,0.0155,0.0153,0.0182,0.0022,0.0251,0.0265,0.0413,0.0061,0.0324,0.0265,0.043,0.0159,0.0793,0.0504,0.0633,0.0533,0.1565,0.0802,0.1048,0.0896,0.2647,0.1795,0.1754,0.1897,0.3319,0.333,0.2315,0.256,0.264,0.01,-0.314,0.005,0.0062,0.02,0.0283,-0.035,-0.0836,-0.1534,-0.3255,0.0055,-0.1562,-0.0193,0.1947,-0.0749,0.012,-0.0528,-0.2369,-0.0592,-0.0118,-0.0586,0.0939,-0.0501,-0.0886,-0.1308
300085,20101025,20110310,20110425,20110822,20111024,20120319,20120425,20120813,20121022,20130318,20130425,20130812,20131021,20140306,20140425,20140818,20141026,20150409,20150426,20150824,20151023,20160411,20160425,20160822,20161024,20170410,20170424,20170828,20171027,20180423,20180426,20180820,20181029,20190423,20190428,20190820,20191029,20200429,20200429,20200825,20201027,20210423,20210427,20210824,20211026,20220427,20220427,20220823,20221025,20230418,20230425,20230822,20231027,20240416,20240423,20240827,20241029
EPS,0.0041,0.0328,0.0063,0.0072,-0.0002,0.0201,0.0065,0.0085,0.0003,0.0136,0.0034,0.0046,0,0.015,0.0019,0.002,0.0011,0.0371,0.0074,0.0079,0.0448,0.047,0.0088,0.0135,0.0514,0.0445,0.01,0.0047,0.024,-0.0065,-0.0226,0.0244,0.0033,0.0454,-0.0368,0.0048,0.0336,0.0053,-0.0216,0.0021,-0.0205,0.0695,-0.0294,-0.0245,-0.0156,-0.3309,-0.0473,-0.0202,-0.0259,-0.0788,0.0017,-0.0404,-0.0381,-0.0894,-0.0444,-0.0264,-0.0184
300104,20101026,20110420,20110727,20111010,20120314,20120424,20120821,20121019,20130307,20130423,20130815,20131027,20140321,20140424,20140825,20141024,20150330,20150424,20150825,20151026,20160317,20160419,20160819,20161024,20170419,20170426,20170828,20171027,20180427,20180427,20180829,20181029,20190426,20190428,20190829,20191028,20200426,20200426
EPS,0.0066,0.0083,0.0084,0.0082,0.0125,0.0145,0.0113,0.012,0.0172,0.0203,0.0089,0.0182,0.0201,0.025,0.0185,0.0182,0.0394,0.025,0.043,0.035,0.0528,0.03,0.0455,0.055,0.0156,0.0314,-0.1909,-0.2547,-3.0647,-0.08,-0.1997,-0.0966,-0.6533,-0.0445,-2.4738,-0.0369,-0.2721,-0.0376
300122,20101021,20110308,20110421,20110725,20111020,20120228,20120412,20120820,20121021,20130417,20130419,20130731,20131027,20140424,20140424,20140815,20141024,20150420,20150420,20150824,20151026,20160229,20160424,20160815,20161019,20170313,20170424,20170814,20171022,20180319,20180425,20180813,20181018,20190403,20190428,20190829,20191021,20200420,20200428,20200803,20201015,20210419,20210419,20210829,20211028,20220427,20220427,20220829,20221027,20230320,20230419,20230828,20231026,20240422,20240422,20240829,20241025
EPS,0.02,0.0349,0.0133,0.0281,0.0133,0.0281,0.015,0.0302,0.015,0.0297,0.0167,0.0254,0.0117,-0.0005,0.0183,0.0222,0.0167,0.0046,0.02,0.0252,0.0233,0.0155,0.0233,-0.0197,-0.0022,0.0107,0.0251,0.0464,0.0473,0.0613,0.1082,0.1761,0.1684,0.152,0.2092,0.2687,0.2567,0.2515,0.2151,0.4117,0.4059,0.3428,0.3909,1.8969,1.2137,0.7521,0.8011,0.7526,0.7826,0.8049,0.8467,0.9283,0.946,0.6415,0.609,0.324,-0.035
300124,20101022,20110322,20110426,20110808,20111024,20120327,20120426,20120803,20121025,20130328,20130425,20130801,20131024,20140312,20140428,20140731,20141023,20150319,20150422,20150810,20151026,20160411,20160422,20160808,20161026,20170410,20170424,20170824,20171024,20180424,20180424,20180817,20181024,20190415,20190425,20190826,20191028,20200427,20200427,20200817,20201030,20210426,20210426,20210823,20211027,20220425,20220425,20220822,20221026,20230424,20230424,20230821,20231026,20240422,20240422,20240826,20241028
EPS,0.0311,0.0296,0.0307,0.0423,0.0381,0.0353,0.026,0.0355,0.0435,0.0325,0.0334,0.0633,0.0769,0.0676,0.0518,0.0774,0.07,0.0859,0.0533,0.086,0.1067,0.0959,0.06,0.1046,0.1267,0.1008,0.0733,0.1026,0.1179,0.1349,0.08,0.12,0.12,0.1492,0.0533,0.1081,0.1,0.1186,0.0667,0.2317,0.28,0.2333,0.25,0.3552,0.357,0.4114,0.27,0.4776,0.4208,0.4649,0.28,0.5001,0.4671,0.5331,0.3,0.4943,0.4733
300133,20110420,20110816,20111019,20120322,20120419,20120724,20121018,20130327,20130423,20130821,20131022,20140422,20140424,20140729,20141024,20150317,20150424,20150825,20151023,20160330,20160424,20160823,20161027,20170424,20170425,20170726,20171029,20180422,20180422,20180824,20181029,20190426,20190426,20190829,20191024,20200426,20200426,20200807,20201029,20210425,20210425,20210826,20211028,20220427,20220427,20220822,20221024,20230425,20230425,20230817,20231024,20240424,20240424,20240819,20241028
EPS,0.0184,0.0397,0.031,0.0282,0.0236,0.0528,0.0389,0.0397,0.0306,0.0625,0.0542,0.0353,0.0511,0.0823,0.0583,0.067,0.0542,0.0864,0,0.0913,0.0687,0.0885,0.005,0.1135,0.08,0.0748,0.02,0.1884,0.02,0.1531,0.04,-0.0843,0.02,-0.0548,0.05,-0.8494,0.06,0.0213,0.03,0.1118,0.08,0.0525,0.0475,0.0402,0.06,0.0665,0.0324,0.0539,0.08,0.0496,0.0457,0.0291,0.02,0.0218,0.05
300136,20110424,20110815,20111021,20120309,20120424,20120817,20121016,20130327,20130425,20130812,20131025,20140411,20140425,20140808,20141022,20150415,20150424,20150721,20151012,20160408,20160419,20160809,20161027,20170425,20170425,20170828,20171025,20180417,20180425,20180725,20181017,20190425,20190425,20190827,20191023,20200416,20200416,20200805,20201028,20210425,20210425,20210720,20211025,20220427,20220427,20220728,20221026,20230427,20230427,20230817,20231025,20240423,20240423,20240821,20241029
EPS,0.0169,0.0225,0.029,0.02,0.0099,0.0078,0.0075,-0.0181,-0.0233,-0.0075,-0.0241,-0.0207,0.0125,0.0183,0.0281,0.014,0.03,0.0523,0.0779,0.0857,0.0763,0.0962,0.1903,0.1929,0.2151,0.2068,0.3195,0.1809,0.2137,0.2359,0.4415,0.1304,0.2472,0.1324,0.472,0.1993,0.0648,0.2754,0.4347,0.2352,0.1197,0.0592,0.3157,0.0281,0.1251,0.065,0.4314,0.0491,0.15,0.05,0.3347,0.0042,0.1567,0.0528,0.3456
300142,20110426,20110808,20111026,20120313,20120425,20120823,20121026,20130417,20130426,20130822,20131025,20140415,20140425,20140825,20141026,20150320,20150426,20150825,20151026,20160429,20160429,20160826,20161021,20170418,20170418,20170822,20171029,20180423,20180423,20180817,20181022,20190426,20190426,20190823,20191023,20200320,20200424,20200814,20201020,20210325,20210427,20210827,20211028,20220318,20220428,20220810,20221024,20230329,20230424,20230825,20231025,20240329,20240424,20240827,20241025
EPS,0.0142,0.0455,0.0363,0.0518,0.0171,0.0601,0.0333,0.0545,0.0179,0.0359,-0.0282,0.008,-0.0372,-0.0075,-0.0633,0.209,-0.035,-0.0134,-0.0333,-0.5194,-0.03,-0.0854,-0.05,0.2158,-0.02,-0.0089,0.0024,-0.3238,0.0155,0.0321,0.0117,0.6212,0.0252,0.0301,0.023,0.0141,-0.0118,0.0518,0.2432,0.3677,0.0207,0.1834,0.0289,0.0402,0.0241,0.2388,0.0688,0.123,0.1074,0.177,0.0614,-0.0838,0.0088,0.0978,0.0536
300144,20110421,20110722,20111021,20120227,20120424,20120726,20121022,20130226,20130418,20130725,20131023,20140225,20140422,20140728,20141023,20150226,20150421,20150805,20151026,20160228,20160425,20160823,20161010,20170227,20170425,20170815,20171025,20180327,20180425,20180822,20181026,20190327,20190425,20190821,20191022,20200427,20200427,20200807,20201028,20210422,20210422,20210826,20211022,20220423,20220423,20220826,20221027,20230427,20230427,20230825,20231025,20240425,20240425,20240828,20241024
EPS,0.0112,0.0324,0.0354,0.0132,0.0169,0.036,0.0369,0.0162,0.0208,0.036,0.0462,0.0249,0.0208,0.0509,0.06,0.0186,0.0392,0.075,0.1056,0.0352,0.0742,0.0911,0.1268,0.053,0.0937,0.1066,0.15,0.0573,0.1222,0.1312,0.1833,0.0534,0.1416,0.1587,0.1855,0.0267,0.0191,-0.0039,0.0359,-0.7214,0.0506,0.0941,0.0207,-0.0449,-0.0148,0.0036,0.0401,-0.0472,0.0231,0.0927,0.1852,-0.3427,0.0963,0.114,0.1745
300146,20110421,20110727,20111020,20120131,20120415,20120727,20121024,20130227,20130414,20130729,20131024,20140227,20140422,20140728,20141023,20150227,20150423,20150723,20151021,20160226,20160424,20160729,20161027,20170227,20170426,20170730,20171026,20180227,20180424,20180730,20181026,20190227,20190425,20190730,20191024,20200312,20200427,20200729,20201027,20210305,20210428,20210805,20211025,20220304,20220428,20220805,20221025,20230317,20230426,20230804,20231024,20240318,20240425,20240805,20241025
EPS,0.0313,0.037,0.0442,0.0295,0.0817,0.0555,0.0467,0.0292,0.09,0.0877,0.0925,0.0519,0.135,0.1336,0.095,0.0182,0.15,0.1454,0.115,0.035,0.1544,0.092,0.14,-0.0223,0.19,0.2054,0.15,-0.0254,0.2526,0.2263,0.24,-0.038,0.34,0.2515,0.21,-0.9775,0.34,0.2702,0.32,0.0363,0.52,0.3372,0.1716,0.0536,0.39,0.2266,0.255,-0.0565,0.61,0.3034,0.2091,-0.091,0.43,0.0967,-0.0132
300168,20110422,20110824,20111014,20120316,20120426,20120810,20121024,20130421,20130421,20130822,20131024,20140418,20140422,20140824,20141026,20150331,20150410,20150824,20151023,20160425,20160425,20160824,20161024,20170425,20170425,20170829,20171026,20180422,20180422,20180815,20181029,20190426,20190425,20190826,20191028,20200428,20200428,20200826,20201028,20210425,20210425,20210829,20211027,20220428,20220428,20220826,20221026,20230424,20230424,20230829,20231027,20240426,20240426,20240829,20241025
EPS,0.0013,0.0077,0.02,0.0574,0.0011,0.0106,0.0366,0.0769,0.0017,0.0147,0.035,0.101,0.0025,0.0189,0.0447,0.1286,0.004,0.0234,0.05,0.1572,0.005,0.0265,0.0542,0.1478,0.004,0.0329,0.07,0.2088,0.005,0.0685,0.08,0.0728,0.0164,0.0178,0.005,-1.2891,-0.1195,-0.0654,-0.0258,-0.8832,0.0036,0.0189,0.0085,0.0274,0.0113,-0.1974,-0.0842,0.0257,-0.0298,-0.0374,-0.1668,-0.3887,-0.1469,-0.1066,-0.134
300182,20110421,20110726,20111024,20120116,20120424,20120817,20121024,20130311,20130420,20130725,20131024,20140417,20140417,20140819,20141023,20150424,20150426,20150825,20151021,20160422,20160424,20160801,20161027,20170324,20170424,20170731,20171027,20180423,20180425,20180829,20181028,20190426,20190428,20190829,20191025,20200427,20200428,20200827,20201029,20210427,20210428,20210829,20211027,20220428,20220428,20220828,20221027,20230426,20230427,20230829,20231026,20240428,20240428,20240827,20241018
EPS,0.0123,0.0151,0.0072,0.0306,0.0135,0.0198,0.0072,0.0467,0.0164,0.0185,0.008,0.0757,0.0227,0.0178,0.008,0.1011,0.032,0.03,0.0827,0.1287,0.0467,0.1147,0.0821,0.136,0.05,0.1578,0.1,0.1187,0.08,0.1446,0.09,-0.2726,0.0537,0.0309,0.0356,-1.048,0.0172,0.0327,0.03,-0.5621,0.0381,0.0811,0.0608,-0.0116,0.1122,0.0442,0.0328,0.0126,0.0597,0.0745,0.0302,0.0068,0.0442,0.0499,0.0421
300207,20110426,20110815,20111025,20120227,20120418,20120822,20121024,20130417,20130417,20130822,20131023,20140414,20140414,20140824,20141020,20150326,20150420,20150813,20151023,20160324,20160424,20160825,20161025,20170309,20170425,20170814,20171026,20180417,20180426,20180829,20181023,20190418,20190425,20190829,20191029,20200428,20200428,20200806,20201028,20210315,20210428,20210809,20211027,20220412,20220426,20220825,20221026,20230426,20230426,20230828,20231026,20240410,20240425,20240829,20241029
EPS,0.0246,0.0153,0.0172,0.0204,0.0046,0.0127,0.016,0.0243,0.0113,0.0145,0.0102,0.0303,0.012,0.0261,0.0323,0.0645,0.0169,0.0614,0.0908,0.0886,0.035,0.0806,0.1101,0.1268,0.06,0.0848,0.1,0.1868,0.09,0.0788,0.1345,0.1759,0.09,0.0614,0.17,0.1608,-0.07,0.0692,0.31,0.2094,0.08,0.3019,0.0322,0.1473,0.05,0.1612,0.1836,0.2194,-0.09,0.3239,0.1961,0.1463,0.17,0.2713,0.2085
300223,20111021,20120406,20120424,20110824,20111021,20120406,20120424,20120803,20121019,20130322,20130421,20130822,20131018,20140328,20140426,20140815,20141022,20150327,20150423,20150819,20151022,20160328,20160411,20160812,20161025,20170324,20170414,20170808,20171026,20180330,20180416,20180810,20181026,20190420,20190423,20190802,20191027,20200331,20200426,20200826,20201027,20210329,20210428,20210830,20211026,20220408,20220427,20220826,20221024,20230409,20230424,20230830,20231025,20240412,20240424,20240828,20241027
EPS,0.1201,0.1396,0.1713,0.1467,0.0602,0.0109,0.0674,0.044,0.0811,0.0372,0.0293,0.0236,0.0493,0.0258,0.0007,-0.0103,0.0032,-0.0438,-0.012,0.0104,0.1918,-0.0327,-0.0168,0.0322,0.0253,-0.0055,0.0103,0.0087,0.0129,-0.0019,0.0148,0.038,0.0445,-0.0363,0.0122,0.1715,0.1389,-0.031,0.0618,-0.0028,0.0243,0.1325,0.2567,0.5003,0.5977,0.6148,0.481,0.5801,0.4584,0.1194,0.2381,0.2232,0.3037,0.3506,0.1812,0.2289,0.222
300251,20111024,20120315,20120425,20120724,20121022,20130307,20130423,20130724,20131022,20140325,20140414,20140807,20141023,20150415,20150424,20150804,20151026,20160411,20160426,20160815,20161024,20170420,20170426,20170824,20171023,20180421,20180425,20180829,20181025,20190423,20190423,20190828,20191024,20200416,20200428,20200817,20201026,20210418,20210423,20210822,20211024,20220427,20220428,20220824,20221027,20230427,20230427,20230827,20231027,20240419,20240419,20240828,20241029
EPS,0.0167,0.0287,0.0075,0.0234,0.0211,0.0661,0.0311,0.0344,0.025,0.0339,0.0096,0.0285,0.0346,0.0504,0.0015,0.0264,0.035,0.0746,0.07,0.0371,0.09,0.0365,0.06,0.0735,0.0777,0.0637,0.68,0.039,0.0608,-0.3109,0.03,0.0047,0.34,-0.0551,0.01,-0.003,0.01,0.0775,0.07,0.0975,0.0233,-0.2947,0.03,0.043,-0.0337,-0.279,0.04,0.0277,0.0569,0.0169,0.15,0.0165,-0.0041
300274,20120425,20120731,20121024,20130329,20130425,20130726,20131023,20140319,20140426,20140825,20141020,20150414,20150424,20150720,20151026,20160426,20160426,20160815,20161019,20170417,20170417,20170814,20171027,20180423,20180423,20180814,20181026,20190329,20190419,20190814,20191025,20200424,20200428,20200827,20201029,20210426,20210428,20210827,20211028,20220419,20220419,20220826,20221026,20230424,20230424,20230824,20231027,20240422,20240422,20240823,20241031
EPS,0.0119,0.0152,0.0099,0.0067,0.004,0.0299,0.0357,0.0416,0.0258,0.0328,0.0159,0.0963,0.0397,0.0587,0.0556,0.0988,0.0714,0.0624,0.0395,0.13,0.0643,0.1203,0.1883,0.1363,0.1,0.0888,0.1071,0.1042,0.0857,0.0791,0.1071,0.17,0.0786,0.1426,0.3643,0.3775,0.1929,0.1842,0.3684,0.0376,0.2,0.2372,0.5647,0.7416,0.7286,1.369,1.3798,1.0661,1.0071,1.3788,1.2736
300296,20120424,20120810,20121022,20130418,20130424,20130814,20131023,20140326,20140423,20140820,20141023,20150325,20150422,20150824,20151020,20160317,20160422,20160825,20161024,20170327,20170420,20170821,20171027,20180326,20180423,20180819,20181029,20190326,20190426,20190819,20191028,20200409,20200427,20200827,20201028,20210330,20210423,20210819,20211026,20220415,20220426,20220819,20221021,20230403,20230425,20230828,20231026,20240411,20240425,20240827,20241023
EPS,0.01,0.0076,0.0067,0.0104,0.0044,0.0125,0.0075,0.0204,0.0058,0.0232,0.0167,0.0346,0.0183,0.0243,0.05,0.0654,0.0367,0.0447,0.0533,0.1494,0.07,0.0928,0.1067,0.2358,0.12,0.1106,0.14,0.126,0.1343,0.0809,0.1003,-0.039,0.0058,0.0922,0.0357,-0.5122,0.0408,0.0711,0.0929,0.0354,0.0452,0.06,0.0647,-0.0595,0.0482,0.0855,0.0485,-0.0693,0.04,0.0107,0.021
300308,20121023,20130418,20130421,20130822,20131024,20140424,20140425,20140822,20141024,20150417,20150424,20150824,20151023,20160420,20160425,20160823,20161026,20170424,20170426,20170825,20171027,20180424,20180426,20180827,20181029,20190426,20190426,20190828,20191028,20200428,20200428,20200826,20201028,20210426,20210428,20210826,20211026,20220427,20220427,20220825,20221024,20230426,20230426,20230811,20231027,20240425,20240425,20240826,20241029
EPS,0.01,0.0188,0.0083,0.0092,0.023,0.0289,0.0197,0.0302,0.0368,0.0333,0.0316,0.0366,0.04,0.0774,0.08,0.0711,0.05,-0.019,0.06,0.038,0.05,-0.0473,0.05,0.0902,0.05,-1.3296,0.07,0.0089,0.05,0.0068,0.03,0.1281,0.02,-0.0611,0.03,0.0382,0.0212,-0.5452,0.01,0.0204,0.0215,-0.0182,0.03,0.0275,0.0074,0.0042,0.02,0.0303,0.0209
300315,20120213,20121026,20130420,20130420,20130808,20131023,20140422,20140422,20140825,20141024,20150311,20150423,20150724,20151028,20160309,20160420,20160824,20161027,20170425,20170425,20170828,20171026,20180409,20180423,20180821,20181026,20190409,20190425,20190829,20191028,20200425,20200424,20200827,20201028,20210423,20210428,20210826,20211029,20220426,20220426,20220826,20221024,20230402,20230427,20230821,20231025,20240412,20240425,20240820,20241024
EPS,0.1331,0.0268,0.0197,0.0163,0.0067,0.007,0.0072,0.014,0.0145,0.014,0.0136,0.0154,0.0244,0.0231,0.0286,0.0224,0.0434,0.0462,0.0632,0.0475,0.0487,0.0871,0.1046,0.0846,0.0949,0.13,0.1066,0.1,0.0975,0.17,0.1292,0.1,0.1108,0.1928,0.2606,0.22,0.2484,0.3972,0.4683,0.34,0.5954,0.6198,0.7018,0.68,1.011,0.9995,0.7985,0.82,0.7853,0.6606
300316,20121022,20130308,20130419,20130805,20131024,20140317,20140422,20140807,20141024,20150410,20150424,20150817,20151023,20160415,20160424,20160825,20161028,20170426,20170426,20170822,20171029,20180419,20180425,20180827,20181026,20190426,20190426,20190822,20191027,20200416,20200428,20200828,20201029,20210329,20210428,20210825,20211022,20220328,20220426,20220825,20221025,20230328,20230425,20230825,20231027,20240328,20240425,20240828,20241029
EPS,0.0225,0.0333,0.0342,0.038,0.0333,0.0417,0.0417,0.0429,0.0478,0.0631,0.0567,0.062,0.0535,0.0705,0.06,0.0537,0.0305,0.0578,0.06,0.0968,0.1076,0.1342,0.1267,0.1636,0.1323,0.2056,0.26,0.2159,0.2348,0.4187,0.35,1.0051,0.3887,0.4951,0.52,0.9164,0.603,1.253,0.5942,0.7721,0.473,0.4607,0.66,0.9398,0.5631,0.1665,0.27,0.2972,0.3706
300347,20140702,20150825,20151021,20150419,20150423,20150825,20151021,20160314,20160425,20160825,20161028,20170419,20170426,20170828,20171029,20180419,20180426,20180828,20181029,20190419,20190428,20190829,20191029,20200323,20200428,20200827,20201029,20210426,20210428,20210817,20211026,20220424,20220428,20220829,20221026,20230423,20230427,20230829,20231025,20240426,20240426,20240829,20241029
EPS,0.0825,0.1253,0.1399,0.0937,0.095,0.1285,0.145,0.1373,0.1311,0.1622,0.15,0.168,0.14,0.1145,0.16,0.2209,0.15,0.1724,0.22,0.2219,0.13,0.1377,0.11,0.1169,0.11,0.2135,0.26,0.2461,0.27,0.3243,0.3456,0.1633,0.26,0.2305,0.1583,0.1367,0.17,0.2145,0.2144,0.229,0.23,0.3092,0.3015
300408,20140702,20150423,20150820,20151023,20160422,20160426,20160819,20161026,20170420,20170424,20170827,20171026,20180228,20180425,20180829,20181028,20190430,20190429,20190829,20191028,20200425,20200425,20200826,20201029,20210425,20210425,20210817,20211027,20220424,20220424,20220817,20221024,20230421,20230421,20230817,20231024,20240421,20240421,20240821,20241025
EPS,0.0765,0.0345,0.0294,0.0176,0.0566,0.0185,0.0229,0.0087,0.0475,0.0141,0.4224,0.1941,0.1812,0.4945,0.3456,0.203,0.0314,0.2471,0.2226,0.096,0.1021,0.27,0.3502,0.29,0.208,0.43,0.3807,0.2953,0.0717,0.27,0.3653,0.2606,0.0994,0.29,0.3801,0.2795,0.9569,0.25,0.3167,0.2029
300413,20150424,20150825,20151023,20160422,20160428,20160825,20161028,20170419,20170425,20170811,20171026,20180424,20180426,20180829,20181028,20190426,20190426,20190829,20191021,20200427,20200429,20200817,20201026,20210425,20210427,20210820,20211025,20220422,20220422,20220825,20221027,20230423,20230424,20230818,20231018,20240421,20240423,20240825,20241020
EPS,0.1174,0.0768,0.1096,0.133,0.0454,0.0217,0.1394,0.1042,0.0562,0.023,0.15,0.2519,0.028,0.0887,0.15,-0.1089,-0.02,-0.0151,0.32,0.328,0.2,0.2347,0.35,0.3339,0.2751,0.2356,0.1988,-0.2467,-0.0828,0.0216,0.2158,0.3425,0.0131,0.0993,0.2221,0.2778,0.0622,0.1117,0.3056
300433,20150401,20150811,20151020,20160216,20160425,20160729,20161026,20170308,20170425,20170801,20171029,20180307,20180426,20180814,20181024,20190320,20190425,20190812,20191028,20200427,20200427,20200817,20201029,20210422,20210422,20210823,20211028,20220424,20220424,20220825,20221027,20230425,20230425,20230825,20231023,20240424,20240424,20240828,20241029
EPS,0.0253,0.0198,0.0158,0.0604,0.0373,0.0356,0.0444,0.1056,0.0689,0.0677,0.0751,0.1841,0.1231,0.1092,0.1561,0.1386,0.1374,0.141,0.1719,0.0924,0.0668,0.095,0.2917,0.0894,0.1383,0.2072,0.3335,0.3715,0.2215,0.298,0.5453,0.417,0.3597,0.4068,0.7173,-0.3518,0.3597,-0.0677,0.096
300450,20181026,20180427,20190426,20180819,20181026,20190412,20190426,20190822,20191024,20200414,20200424,20200823,20201026,20210419,20210428,20210819,20211027,20220419,20220426,20220826,20221027,20230413,20230425,20230830,20231025,20240409,20240425,20240822,20241024
EPS,0.45,0.8353,0.14,0.1975,0.47,0.7262,-0.09,0.2535,0.61,1.0964,-0.48,0.1663,0.49,1.799,-0.23,-0.0891,0.0011,0.9888,-1.25,-0.4134,-0.0177,2.199,-0.99,-0.3438,0.0195,1.8224,-1.16,-0.2472,0.0296
300454,20160429,20160827,20161027,20170320,20170426,20170828,20171025,20180426,20180426,20180828,20181029,20190426,20190425,20190808,20191021,20200226,20200413,20200810,20201026,20210315,20210428,20210729,20211027,20220303,20220428,20220823,20221024,20230227,20230425,20230815,20231020,20240319,20240424,20240826,20241028
