1332,20040521,20040805,20041117,20050207,20050520,20050805,20051118,20060206,20060519,20060802,20061117,20070205,20070516,20070731,20071113,20080205,20080516,20080805,20081112,20090205,20090515,20090804,20091112,20100205,20100514,20100805,20101105,20110204,20110510,20110805,20111104,20120203,20120515,20120803,20121105,20130205,20130515,20130805,20131105,20140205,20140515,20140805,20141105,20150205,20150515,20150805,20151105,20160205,20160513,20160805,20161104,20170203,20170515,20170804,20171102,20180205,20180514,20180803,20181105,20190205,20190514,20190805,20191105,20200205,20200520,20200803,20201105,20210205,20210513,20210804,20211105,20220204,20220512,20220804,20221102,20230203,20230512,20230804,20231106,20240206,20240514,20240806,20241106
EPS,NA,10.44,1.044,10.1195,-0.094,7.81,0.441,11.253,4.727,10.21,3.177,12.474,7.776,2.66,2.182,6.127,22.992,-1.21,-6.28,-16.37,-34.8961,2.35,1.39,4.22,-7.7921,-3.43,-1.353,12.714,-10.47,4.5,3.01,8.81,-7.97,2.73,-7.14,12.53,-24.68,9.75,1.77,9.65,-6.7,9.03,12.32,16.838,0.03,14.42,10.182,16.07,3.876,5.99,10.66,24.67,5.9,16.25,13.44,23.051,2.59,16.81,5.41,26.85,0.34,11.63,13.53,22.38,-0.07,10.2,5.84,26.36,3.86,16.67,19.99,16.69,2.16,13.6,24.14,21.98,8.49,19.22,18.33,27.67,11.44,17.02,16.761
1333,20140804,20141104,20150202,20150507,20150803,20151102,20160208,20160509,20160808,20161107,20170206,20170508,20170807,20171106,20180205,20180507,20180806,20181105,20190204,20190513,20190805,20191105,20200203,20200514,20200803,20201102,20210208,20210510,20210810,20211108,20220207,20220509,20220808,20221107,20230206,20230508,20230807,20231106,20240205,20240507,20240805,20241111
EPS,78.93,41.703,56.55,-31.28,41.34,47.74,82.81,-94.07,84.31,83.52,148.91,-23.29,109.73,64.28,124.32,7.61,81.38,85.11,161.96,-11.21,70.18,84.01,91.53,-7.48,46.74,20.81,75.73,-33.938,95.89,83.65,127.78,13.81,146.32,106.77,106.39,1.84,131.87,84.07,228.95,-31.39,129.86,144.337
1334,20040811,20041115,20050214,20050523,20050810,20051114,20060213,20060522,20060809,20061113,20070213,20070514,20070810,20071112,20080212,20080512,20080811,20081110,20090209,20090511,20090803,20091102,20100201,20100510,20100802,20101101,20110131,20110516,20110801,20111031,20120206,20120507,20120806,20121105,20130204,20130507,20130805,20131105,20140203,20140626
EPS,NA,NA,NA,NA,2.57,5.699,5.886,1.074,7.25,-3.41,7.116,-5.953,7.61,-5.316,6.111,-7.394,4.24,-1.45,-3.51,-12.2595,3.67,1.27,3.39,-5.6626,6.16,-1.96,9.34,-6.8811,5.22,-0.3551,2.5862,-0.7967,13.85,-0.9776,7.1143,-9.65,5.64,2.3034,4.5,-6.24
1601,20040819,20050215,20050817,20060215
EPS,19.98,10.241,29.28,21.3292
1605,20060809,20061115,20070209,20070511,20070809,20071109,20080208,20080514,20080808,20081111,20090212,20090513,20090805,20091104,20100205,20100512,20100809,20101104,20110204,20110511,20110803,20111104,20120203,20120510,20120803,20121106,20130206,20130510,20130802,20131107,20140207,20140509,20140806,20141107,20150206,20150514,20150807,20151110,20160204,20160512,20160804,20161111,20170210,20170512,20170804,20171108,20180208,20180510,20180809,20181107,20190212,20190513,20200512,20200806,20201106,20210210,20210513,20210810,20211105,20220209,20220511,20220808,20221108,20230209,20230510,20230809,20231109,20240213,20240514,20240808,20241112
EPS,27.5644,41.5371,45.1207,61.7199,40.8812,45.0819,38.3906,59.4234,52.8097,57.5793,39.1153,4.4633,27.6076,23.0038,35.102,28.1709,33.9971,15.5066,27.0362,26.7919,27.5118,23.4319,28.3903,53.5102,47.9024,28.3682,17.7459,31.2691,20.5353,34.3,18.48,52.47,35.91,24.86,8.93,-16.41,16.41,14.74,15.04,-34.7,5.39,5.38,22.05,-1.21,13.71,6.93,15.93,-8.93,11.51,11.79,19.56,22.95,22.99,-105.72,-3.17,9.4,26.15,9.45,58.72,59.55,67.77,65.05,60.11,146.863,112.4,77.87,13.653,71.74,96.82,72.36,62.366
