Month,5agglomerative,5grid,5kmeans,6agglomerative,6grid,6kmeans,7agglomerative,7grid,7kmeans,8agglomerative,8grid,8kmeans,9agglomerative,9grid,9kmeans,10agglomerative,10grid,10kmeans,SPY Sharpe Ratio
Jan 2024,1.227349493381444,0.1712989171789474,1.2467430404846784,1.2552137758546995,0.1967778880820724,1.3512449793542731,1.2841690341124616,0.2218986874754874,1.4598175452989983,1.310463754491172,0.2469409936405879,1.573007044233618,1.337315586493592,0.271873525221965,1.6782918376843872,1.3643057343773557,0.296637845152282,1.6941176662438533,0.501
Feb 2024,-0.508271826107148,1.495787979452731,-0.5870224460545272,-0.4939713634608522,1.4994812711551588,-0.5888154878183721,-0.4735687528514652,1.501094693475569,-0.5893205525166882,-0.4473983732179503,1.5012072040150206,-0.5272756696759487,-0.4207913109073286,1.5018690310246123,-0.4553566228533987,-0.3498099240453021,1.5002982480837257,-0.3788466397801886,1.342
Mar 2024,-0.20320131984365,1.6430980584186403,-0.1987589749250938,-0.2058739794880626,1.5922818855536989,-0.2022354978957086,-0.2114911031293326,1.5396648942349118,-0.2069485392922707,-0.2180703095176394,1.4875267342968927,-0.2127891361277979,-0.2214181150948888,1.435026120329584,-0.2160500054433307,-0.1912604817132345,1.3826307671652402,-0.1887501228581476,0.76
Apr 2024,-1.3064529758886927,-1.4020610784402328,-0.9576473296275484,-1.2704363586637566,-1.388138621152066,-0.9476685169689189,-1.2314480972786954,-1.3712074543534842,-0.9371242198274624,-1.1890455642398825,-1.3508552150207218,-0.9259881191432447,-1.1432159698337367,-1.326651231014854,-0.9142337167713578,-1.0940066249242126,-1.2981611795850954,-0.9018345310808014,-0.878
May 2024,1.845808390898982,2.1759594172822627,-0.1227990327440246,1.846062994416854,2.1626645292622944,-0.0702560667160199,1.8437674372504536,2.150615138130771,-0.0166848816557178,1.837857564304676,2.1382573280895554,0.0381021277846923,1.812511234753718,2.1254338917673823,0.0932907851812587,1.784557423642689,2.105552078394468,0.1495198915856045,1.169
Jun 2024,1.452744494949854,1.390944615732491,1.471867807578344,1.475306761144355,1.4042256549090886,1.4977893554534705,1.4962899046285931,1.417066861598507,1.522078259281796,1.51551426269611,1.4292644204566087,1.5446129624886742,1.5328138237744642,1.440575846260648,1.565289571242548,1.5480410608137112,1.4507163882408398,1.5840241234869183,0.767
Jul 2024,-0.6108652995939845,-0.5952946168550693,0.3020011687044212,-0.620861018431197,-0.6039240656878496,0.3066235915733582,-0.6303921216938204,-0.612708875142058,0.3109083559858446,-0.6394350611537972,-0.6216272534292105,0.3148819735035975,-0.6479696836862232,-0.6306517755311095,0.3184434473056807,-0.6559794545854937,-0.6397485240615426,0.3216502260421155,0.372
Aug 2024,0.2268543411707909,1.2629560988317392,0.3508147470985425,0.2450890240504857,1.3368090130074508,0.3572935606746185,0.2739053947486258,1.411536882241273,0.3627146387795553,0.3122694624923041,1.4868223249873438,0.377237321494194,0.3504280834549167,1.5624459540763695,0.3861553454508895,0.3882179991052563,1.63789188848317,0.3922639719386088,0.585
Sep 2024,0.2601388390945874,0.2858958589406373,0.4351534472776664,0.2445290314805985,0.2797562046456529,0.4392612314559373,0.2291673656099816,0.2718519806711906,0.4433441234221854,0.2125528161382872,0.2629168241675655,0.4474447525158839,0.1969159617593567,0.2526695654021968,0.4504818767631926,0.1808132265110666,0.2410717980783576,0.4443867469445092,0.541
Oct 2024,-0.8427144937789849,-0.9673923805521552,-0.8122009452219142,-0.813953790281322,-0.9673640532555944,-0.7791388407710359,-0.7839575960657651,-0.9664146860525238,-0.7446980315770507,-0.7531032608548649,-0.9644415675068052,-0.7088931334105222,-0.7218444504903787,-0.9614057956678956,-0.6704074152507388,-0.690688949994806,-0.95812264367284,-0.6263426885444788,-0.185
Nov 2024,1.7861981018249846,1.7861981685944963,1.9716178168090817,1.7451387054266174,1.7434893844391464,1.9745975491067165,1.699464350815285,1.69461436761581,1.975022813319426,1.6491164191805114,1.63991192692658,1.9725796871336896,1.5941213894394397,1.5793477360726345,1.9669563549586755,1.5345996403900166,1.5130521733678943,1.9578532744868624,2.219
